290714/7552;Karol;Deák;14.7.1829
290715/1727;Arnold;Kováčik;15.7.1029
290715/3349;Max;Erdélyi;15.7.1129
290716/2881;Ernest;Čičkán;16.7.1329
290726/8416;Tadeáš;Hýrošš;26.7.1129
290822/9084;Ambróz;Smieško;22.8.1729
290824/7704;Max;Trnovec;24.8.1329
290827/6498;Markus;Šípoš;27.8.1529
291002/6214;Sergej;Sitár;2.10.1629
291005/2345;Klaudius;Martinko;5.10.1729
291005/4884;Róbert;Lemeš;5.10.1529
291007/3098;Jonáš;Kucharek;7.10.1129
291015/9350;Markus;Rybárik;15.10.1529
291019/5973;Hubert;Kováčik;19.10.1029
291105/3138;Bartolomej;Erdélyi;5.11.1329
291107/6851;Ľudovít;Majtán;7.11.1429
291113/8284;Leo;Hladík;13.11.1029
291117/3013;Dionýz;Turský;17.11.1929
291127/9871;Vincent;Sopko;27.11.1629
295123/9630;Klára;Višňovská;23.1.1329
295124/9002;Petronela;Kučerová;24.1.1529
295125/3238;Nikola;Cabuková;25.1.1929
295127/8794;Linda;Smolková;27.1.1529
295202/4027;Soňa;Tvrdá;2.2.1629
295203/1923;Stela;Trúchlyová;3.2.1329
295203/4208;Jela;Smolková;3.2.1929
295206/7777;Henrieta;Mandová;6.2.1229
295215/1129;Vladimíra;Erdélyiová;15.2.1129
295215/4985;Angelika;Horecká;15.2.1829
295302/3054;Petronela;Berníková;2.3.1129
295303/8810;Barbara;Veliká;3.3.1329
295306/7625;Melánia;Gábrišová;6.3.1929
295307/6632;Silvia;Valášeková;7.3.1829
295321/6826;Ľudmila;Trúchlyová;21.3.1129
295327/4475;Kamila;Ďurišová;27.3.1629
295403/3205;Veronika;Kopecká;3.4.1629
295410/1272;Elena;Blažejová;10.4.1829
295416/5368;Elisa;Trúchlyová;16.4.1729
295423/5634;Ivana;Slatinská;23.4.1229
295424/5041;Vieroslava;Lipovská;24.4.1329
295502/1387;Erika;Šmáriková;2.5.1529
295503/2741;Jesika;Kemková;3.5.1529
295504/2903;Simona;Šmáriková;4.5.1829
295505/6288;Sofia;Ševčíková;5.5.1329
295507/7150;Milena;Sopková;7.5.1329
295511/8517;Zoja;Beniačová;11.5.1829
295513/6597;Bianka;Mrázová;13.5.1829
295515/6997;Paula;Kramerová;15.5.1429
295525/8457;Bohumila;Rybáriková;25.5.1029
295608/2201;Alana;Detková;8.6.1429
295609/4046;Bohuslava;Matušíková;9.6.1429
295615/2623;Margaréta;Hýroššová;15.6.1729
295618/3908;Gréta;Kadašová;18.6.1029
295701/5902;Uršuľa;Lipovská;1.7.1729
295705/4713;Bohdana;Horecká;5.7.1129
295715/5291;Sidónia;Matušíková;15.7.1529
295722/2539;Sofia;Jakubeková;22.7.1829
295725/1204;Zlatica;Hurtošová;25.7.1629
295726/3336;Elisa;Baráneková;26.7.1029
295727/2545;Libuša;Veliká;27.7.1429
295727/9825;Eugénia;Omastová;27.7.1429
295801/2403;Dobromila;Hladíková;1.8.1129
295802/7836;Oxana;Rudinská;2.8.1129
295808/8444;Jana;Molitorová;8.8.1029
295812/9858;Soňa;Varinská;12.8.1529
295907/4321;Tatiana;Majtánová;7.9.1729
295911/5843;Anežka;Jakubeková;11.9.1429
295924/1041;Renáta;Korbelová;24.9.1129
296008/8409;Radoslava;Plánková;8.10.1129
296024/6485;Rita;Kuchareková;24.10.1329
296112/8663;Olympia;Kramerová;12.11.1129
300104/5728;Teodor;Novosad;4.1.1230
300205/9760;Andreas;Rybárik;5.2.1930
300211/3402;Ľubor;Kováčik;11.2.1230
300214/8821;Stanislav;Lipovský;14.2.1430
300215/5465;Zdenko;Korbel;15.2.1330
300223/2708;Fridrich;Slatinský;23.2.1030
300224/7759;Miloslav;Cabuk;24.2.1630
300300/9269;Radovan;Baránek;28.2.1430
300301/8384;Václav;Hurtoš;1.3.1030
300301/8787;Michael;Molitor;1.3.1230
300312/3436;Atila;Berník;12.3.1530
300315/7754;Ctibor;Pokorný;15.3.1730
300405/8183;Marko;Ponechal;5.4.1230
300406/2961;Timon;Sitár;6.4.1230
300500/6318;Radoslav;Korbel;30.4.1730
300520/6363;Teo;Valach;20.5.1730
300520/7955;Florián;Čepec;20.5.1530
300524/7149;Michael;Kemka;24.5.1130
300526/2941;Radomír;Manda;26.5.1430
300527/5204;Dominik;Beniač;27.5.1830
300611/3807;Prokop;Kováčik;11.6.1130
300627/3347;Andreas;Čepec;27.6.1230
300705/7952;Ľudomil;Jakubek;5.7.1530
300716/1927;Samuel;Kucharek;16.7.1830
300809/4285;Viliam;Slatinský;9.8.1430
300817/8198;Filip;Brezány;17.8.1630
300819/8172;Richard;Pokorný;19.8.1130
300912/1245;René;Rajčan;12.9.1530
300912/7311;Ervín;Držík;12.9.1530
300914/6897;Dionýz;Púček;14.9.1430
300918/3159;Július;Sitár;18.9.1030
300918/5793;Beňadik;Hýrošš;18.9.1730
300918/6353;Fedor;Erdélyi;18.9.1730
300924/8645;Félix;Šmehyl;24.9.1030
300925/1292;Samuel;Sopko;25.9.1430
301003/6041;Dávid;Molitor;3.10.1130
301011/8585;Kazimír;Hudek;11.10.1030
301021/7770;Vratko;Černák;21.10.1330
301100/2390;Ľudomil;Sitár;31.10.1630
301104/4162;Justín;Manda;4.11.1230
301125/9629;Atila;Kmeťo;25.11.1830
30126/9522;Patrik;Hladík;26.1.1303
30212/7801;Ctibor;Bednár;12.2.1503
30216/9191;Jonáš;Veliký;16.2.1903
30219/6359;Ronald;Rudinský;19.2.1503
30227/3892;Rudolf;Sopko;27.2.1803
30303/9747;Bohuslav;Korbel;3.3.2003
30304/2490;Teo;Držík;4.3.1603
30312/5705;Jozef;Jakubek;12.3.2003
30316/7846;Artur;Čepec;16.3.1503
30318/9204;Martin;Čičkán;18.3.1703
30319/1896;Bonifác;Sitár;19.3.1903
30323/4447;Marcel;Ondrušek;23.3.1803
30404/1633;Juraj;Omasta;4.4.1603
30404/4304;Marko;Kucharek;4.4.1703
30408/8262;Bohumír;Plánka;8.4.1503
30411/5589;Atila;Kadaš;11.4.1203
30413/1716;Arnold;Chládek;13.4.1703
30413/2247;Edmund;Deák;13.4.2003
30413/4622;Valér;Brezány;13.4.1203
30420/4892;Zlatko;Bednár;20.4.1103
30421/2080;Víťazoslav;Trajčík;21.4.1603
30509/7415;Pavol;Kucharek;9.5.1303
305100/4134;Margaréta;Šoltýsová;31.12.1029
305101/1961;Barbara;Bednárová;1.1.1330
305108/6955;Soňa;Tichá;8.1.1530
305114/7698;Alana;Varinská;14.1.1430
305117/9940;Milada;Šmehylová;17.1.1430
30512/4602;Viliam;Slota;12.5.1903
305125/3742;Zdenka;Smolková;25.1.1630
30513/3232;Emil;Majtán;13.5.1603
30513/5974;Viktor;Lemeš;13.5.1803
30517/8353;Michael;Ondrušek;17.5.1903
30519/5145;Žigmund;Višňovský;19.5.1103
30520/7922;Aleš;Černák;20.5.1503
305201/4579;Tamara;Šípošová;1.2.1230
305205/5750;Magdaléna;Korbelová;5.2.1630
305211/4089;Gréta;Mrázová;11.2.1030
305223/5982;Bianka;Chládeková;23.2.1330
30526/3349;Augustín;Čičkán;26.5.1403
305302/8590;Matilda;Rajčanová;2.3.1130
305304/7889;Zina;Cibulková;4.3.1630
305313/5207;Estera;Pilková;13.3.1530
305320/7337;Vilma;Hájniková;20.3.1930
305411/5187;Miloslava;Černáková;11.4.1230
305412/8828;Klaudia;Čičkánová;12.4.1830
305415/5736;Františka;Tichá;15.4.1630
305415/8373;Diana;Kubicová;15.4.1930
305418/6538;Nora;Slotová;18.4.1230
305505/9328;Radovana;Kramerová;5.5.1930
305506/1809;Agáta;Chládeková;6.5.1930
305513/5688;Jela;Tichá;13.5.1330
305600/2867;Sofia;Rudinská;31.5.1230
305601/9780;Zora;Kadašová;1.6.1930
305613/5991;Dorota;Horecká;13.6.1830
305617/7175;Andrea;Šoltýsová;17.6.1430
305622/5770;Paulína;Hudeková;22.6.1830
305712/1241;Alena;Pilková;12.7.1430
305714/9408;Dorota;Pokorná;14.7.1230
305719/2102;Katarína;Mandová;19.7.1230
305719/9297;Elisa;Hudeková;19.7.1330
305805/9838;Magdaléna;Višňovská;5.8.1430
305809/5579;Rebeka;Čepecová;9.8.1930
305811/7615;Dominika;Kadašová;11.8.1530
305814/7895;Radoslava;Hýroššová;14.8.1130
305825/7182;Ladislava;Baráneková;25.8.1330
305901/9419;Perla;Deáková;1.9.1730
305912/2805;Erika;Hulejová;12.9.1730
306005/5620;Božidara;Matušíková;5.10.1430
306011/6281;Hermína;Šoltýsová;11.10.1330
306011/8873;Kvetoslava;Smiešková;11.10.1230
306013/8191;Noéma;Mrázová;13.10.1930
30605/2389;Samuel;Valach;5.6.2003
306104/2289;Anna;Gábrišová;4.11.1330
306111/9344;Kiara;Kováčiková;11.11.1730
306115/7354;Hortenzia;Valášeková;15.11.1230
306117/4447;Aurélia;Deáková;17.11.1730
306122/5942;Alojzia;Kubicová;22.11.1730
306124/6571;Božidara;Kuchareková;24.11.1330
30613/4476;Václav;Trajčík;13.6.1403
30621/2347;Dobroslav;Jonáš;21.6.2003
30705/6248;Ignác;Mráz;5.7.1803
30712/7055;Bohuš;Kočan;12.7.1503
30719/3836;Žigmund;Hájnik;19.7.1203
30801/4930;Metod;Hýrošš;1.8.1903
30821/5125;Norbert;Hudek;21.8.1303
30900/6689;Konštantín;Smieško;31.8.1303
30908/1346;Drahoslav;Deák;8.9.1803
30908/6977;Markus;Šípoš;8.9.1703
30909/4043;Jerguš;Kucharek;9.9.1303
30919/2287;Leopold;Veliký;19.9.1203
30919/7411;Karol;Cabuk;19.9.1903
31005/9454;Alojz;Beniač;5.10.2003
31010/4315;Milan;Pokorný;10.10.1203
31011/6579;Augustín;Šoltýs;11.10.1703
310116/5542;Mikuláš;Brezány;16.1.1931
310126/5523;Cyprián;Sopko;26.1.1531
310200/1642;Damián;Šoltýs;31.1.1831
310210/5075;Ján;Rudinský;10.2.1431
310220/4607;Adrián;Slatinský;20.2.1631
31027/7152;Tichomír;Manda;27.10.1603
310309/5630;Koloman;Detko;9.3.1831
310310/6560;Anton;Slota;10.3.1631
310311/2253;Alan;Novosad;11.3.1531
310321/1908;Bartolomej;Levko;21.3.1031
310326/7729;Richard;Kadaš;26.3.1731
310402/2325;Marián;Krčmár;2.4.1431
310405/7633;Ľubor;Rudinský;5.4.1131
310405/8323;Vratislav;Markuš;5.4.1731
310409/9654;Július;Ponechal;9.4.1631
310410/5724;Bernard;Kováčik;10.4.1031
310412/1879;Fedor;Manda;12.4.1531
310413/2725;Vít;Varinský;13.4.1531
310420/2846;Krištof;Porubský;20.4.1131
310424/9965;Aurel;Kucharek;24.4.1731
310501/9542;Hubert;Manda;1.5.1231
310504/2603;Oskár;Cibulka;4.5.1231
310509/1008;Bruno;Lipovský;9.5.1531
310509/9097;Adam;Gábriš;9.5.1631
310525/7106;Roman;Šmehyl;25.5.1831
310527/2734;Radomír;Trúchly;27.5.1031
310602/7095;Mikuláš;Tamáši;2.6.1031
310604/8943;Fedor;Tomašec;4.6.1031
310613/2107;Ctibor;Ponechal;13.6.1631
310625/3474;Tobiáš;Rybárik;25.6.1531
310625/4671;Urban;Ondrušek;25.6.1431
310704/6808;Leo;Korbel;4.7.1631
310709/8289;Vít;Trúchly;9.7.1131
310711/7210;Miloš;Ševčík;11.7.1731
310714/7308;Blažej;Blažej;14.7.1431
310721/4418;Zoltán;Vrábel;21.7.1231
310724/1278;Alfréd;Rybárik;24.7.1731
310802/6602;Teodor;Velčic;2.8.1431
310904/4111;Pavol;Majtán;4.9.1831
311003/3289;Prokop;Horecký;3.10.1431
311006/1872;Frederik;Gábriš;6.10.1331
311016/6938;Alexander;Šoltýs;16.10.1031
311017/3308;Albert;Beniač;17.10.1031
311027/5692;Valentín;Detko;27.10.1331
311119/5669;Noel;Trúchly;19.11.1131
311126/9746;Branislav;Tomašec;26.11.1331
31116/6718;Albín;Bednár;16.11.1503
31118/9022;Nikolas;Chochul;18.11.1503
31119/7491;Konštantín;Cibulka;19.11.1403
315108/3719;Blažena;Krčmárová;8.1.1131
315113/8472;Milota;Koláriková;13.1.1331
315115/4800;Táňa;Ďurišová;15.1.1931
315215/2121;Hedviga;Púčeková;15.2.1531
315216/5582;Radovana;Ponechalová;16.2.1931
315224/2974;Rebeka;Cibulková;24.2.1231
315303/5582;Božena;Majtánová;3.3.1331
315310/6062;Vlasta;Valášeková;10.3.1031
315311/1107;Kiara;Tichá;11.3.1231
315313/8875;Judita;Lipovská;13.3.1631
315321/7768;Nadežda;Lipovská;21.3.1531
315408/9293;Olympia;Blažejová;8.4.1831
315409/3862;Lýdia;Veliká;9.4.1131
315412/8886;Alana;Varinská;12.4.1131
315414/5863;Renáta;Porubská;14.4.1531
315418/7068;Ela;Smolková;18.4.1131
315427/5856;Adela;Mrázová;27.4.1831
315427/8674;Barbora;Jakubeková;27.4.1331
315500/3894;Perla;Chochulová;30.4.1531
315504/1413;Zoja;Smiešková;4.5.1431
315504/8706;Daša;Tichá;4.5.1231
315505/2726;Branislava", Brigita;Majtánová;5.5.1431
315521/9727;Viktória;Veliká;21.5.1231
315522/4831;Alena;Levková;22.5.1931
315600/1434;Edita;Ondrušeková;31.5.1231
315600/7583;Judita;Palacková;31.5.1031
315601/1925;Františka;Porubská;1.6.1231
315605/2676;Zina;Kováčiková;5.6.1231
315608/5012;Amália;Slotová;8.6.1031
315623/1980;Sidónia;Ondrušeková;23.6.1631
315701/3616;Alexandra;Pilková;1.7.1131
315705/9752;Božena;Valášeková;5.7.1631
315707/3065;Hilda;Šoltýsová;7.7.1831
315711/2375;Hortenzia;Smolková;11.7.1331
315715/2030;Jela;Šmehylová;15.7.1631
315802/7621;Emília;Hýroššová;2.8.1031
315803/2897;Edita;Jakubeková;3.8.1731
315810/1565;Hana;Valášeková;10.8.1431
315812/6549;Simona;Trúchlyová;12.8.1431
315812/7901;Dária;Blažejová;12.8.1431
315812/8717;Adela;Hurtošová;12.8.1231
315818/9750;Cecília;Rudinská;18.8.1331
315825/5535;Silvia;Šmehylová;25.8.1431
315908/6753;Bronislava;Koláriková;8.9.1231
315912/9073;Petrana;Krčmárová;12.9.1131
315927/5909;Edita;Slotová;27.9.1531
316003/8231;Jaroslava;Smiešková;3.10.1331
316008/2853;Anna;Chochulová;8.10.1831
316009/1512;Judita;Sopková;9.10.1731
316010/1096;Blanka;Erdélyiová;10.10.1131
316019/2222;Antónia;Tvrdá;19.10.1231
316021/8033;Rebeka;Valášeková;21.10.1031
316105/6896;Libuša;Čičkánová;5.11.1431
316105/7083;Kvetoslava;Ponechalová;5.11.1731
316109/8315;Agáta;Višňovská;9.11.1431
316115/3157;Nikola;Ponechalová;15.11.1531
316120/6433;Ivica;Kaňová;20.11.1931
316123/7013;Estera;Jakubeková;23.11.1931
320100/9779;Bronislav;Tamáši;31.12.1331
320103/4817;Servác;Hýrošš;3.1.1232
320104/9990;Adolf;Kadaš;4.1.1132
320107/3802;Arnold;Lemeš;7.1.1332
320108/3214;Ernest;Molitor;8.1.1332
320126/4656;Bohumil;Kemka;26.1.1732
320206/5085;Bonifác;Kováčik;6.2.1532
320208/1701;Michael;Kováčik;8.2.1632
320208/5805;Timotej;Šoltýs;8.2.1632
320222/3197;Richard;Levko;22.2.1432
320305/6253;Milan;Varinský;5.3.1632
320308/6701;Belo;Rudinský;8.3.1132
320324/6400;Anton;Kadaš;24.3.1832
320402/6545;Alojz;Slatinský;2.4.1332
320408/4156;Matej;Kubica;8.4.1432
320409/9014;Ľubor;Slatinský;9.4.1732
320410/3741;Žigmund;Levko;10.4.1232
320601/4908;Vasil;Velčic;1.6.1132
320610/3491;Vojtech;Tichý;10.6.1132
320617/6958;Jaromír;Sopko;17.6.1832
320619/3862;Bystrík;Kadaš;19.6.1032
320622/9151;Fedor;Hájnik;22.6.1132
320624/2998;Kamil;Majtán;24.6.1232
320627/1891;Kevin;Porubský;27.6.1232
320707/8626;Patrik;Rybárik;7.7.1732
320712/5404;Radomír;Šmehyl;12.7.1032
320716/3282;Vladimír;Omasta;16.7.1632
320719/4251;Medard;Vrábel;19.7.1732
320720/1463;Ľubor;Rudinský;20.7.1932
320721/8947;Benjamín;Šmehyl;21.7.1432
320800/2270;Dezider;Hájnik;31.7.1232
320812/7217;Václav;Slota;12.8.1732
320818/7169;Vasil;Beniač;18.8.1532
320826/8665;Prokop;Brezány;26.8.1632
320827/1662;Silvester;Sitár;27.8.1332
320902/2310;Florián;Púček;2.9.1532
320909/4332;Igor;Hurtoš;9.9.1732
320918/6457;Eduard;Pilka;18.9.1232
321007/8104;Gabriel;Kolárik;7.10.1232
321008/3633;Augustín;Korbel;8.10.1632
321101/5127;Eliáš;Hulej;1.11.1532
321108/5293;Bohdan;Tomašec;8.11.1032
325118/9930;Irma;Gábrišová;18.1.1832
325202/7196;Rita;Trúchlyová;2.2.1532
325203/9235;Oľga;Krčmárová;3.2.1332
325210/4346;Olívia;Velčicová;10.2.1032
325217/8451;Dobromila;Sopková;17.2.1732
325314/2702;Uršuľa;Kuchareková;14.3.1432
325319/2013;Otília;Chládeková;19.3.1932
325320/9026;Sandra;Markušová;20.3.1532
325321/6223;Iveta;Kubicová;21.3.1332
325404/1046;Albína;Gábrišová;4.4.1132
325406/8958;Albína;Černáková;6.4.1832
325412/4352;Mária;Valášeková;12.4.1232
325412/8405;Barbora;Čičkánová;12.4.1532
325505/2204;Milota;Trnovecová;5.5.1132
325505/5022;Irena;Levková;5.5.1532
325519/1498;Jesika;Ševčíková;19.5.1032
325522/4554;Justína;Gábrišová;22.5.1532
325524/7740;Lujza;Trúchlyová;24.5.1332
325600/7688;Vieroslava;Kadašová;31.5.1432
325603/6615;Nataša;Chládeková;3.6.1032
325603/6837;Daniela;Višňovská;3.6.1732
325608/4656;Zara;Bednárová;8.6.1732
325612/2970;Tereza;Čepecová;12.6.1832
325614/7593;Kornélia;Trnovecová;14.6.1732
325621/8922;Gertrúda;Slatinská;21.6.1332
325701/2734;Ľubica;Čičkánová;1.7.1632
325701/7459;Zita;Kmeťová;1.7.1632
325706/3464;Zora;Koláriková;6.7.1232
325724/2022;Agáta;Krčmárová;24.7.1632
325801/7593;Ivica;Brezánová;1.8.1632
325803/8080;Sára;Sopková;3.8.1232
325807/5875;Daniela;Šoltýsová;7.8.1432
325809/1706;Zdenka;Veliká;9.8.1032
325818/6738;Ľudmila;Erdélyiová;18.8.1232
325822/5693;Lea;Ševčíková;22.8.1432
325823/4720;Alena;Trúchlyová;23.8.1632
325912/4463;Vlasta;Lemešová;12.9.1732
325921/7894;Petronela;Sopková;21.9.1232
326008/4294;Lesia;Ponechalová;8.10.1232
326023/8852;Blažena;Trajčíková;23.10.1332
326024/5643;Antónia;Šípošová;24.10.1732
326025/9637;Dorota;Kočanová;25.10.1232
326027/6705;Jesika;Lipovská;27.10.1832
326027/9210;Alena;Veliká;27.10.1232
326104/1715;Irena;Jakubeková;4.11.1432
326104/2348;Romana;Čepecová;4.11.1632
326109/1094;Ida;Bednárová;9.11.1432
326113/2751;Alica;Mrázová;13.11.1732
326117/9236;Oľga;Korbelová;17.11.1932
326121/7810;Dominika;Blažejová;21.11.1532
326121/9801;Vlasta;Kadašová;21.11.1632
326123/6994;Berta;Markušová;23.11.1032
330101/1151;Tobiáš;Veliký;1.1.1733
330110/3094;Zoran;Turský;10.1.1833
330120/9638;Zoltán;Baránek;20.1.1333
330122/5476;Michael;Smieško;22.1.1333
330208/5860;Maxim;Blažej;8.2.1933
330210/1750;Oldrich;Markuš;10.2.1733
330212/3215;Dominik;Šmárik;12.2.1133
330302/7385;Zoltán;Kováčik;2.3.1433
330327/8149;Frederik;Brezány;27.3.1133
330414/3142;Emanuel;Beniač;14.4.1033
330415/2152;Silvester;Cibulka;15.4.1233
330427/1411;Albín;Kubica;27.4.1233
330503/4666;Noel;Beniač;3.5.1633
330504/3175;Max;Kočan;4.5.1533
330517/7281;Justín;Trúchly;17.5.1833
330523/1975;Hubert;Cabuk;23.5.1833
330611/3554;Michael;Šmehyl;11.6.1133
330612/7153;Vratko;Sitár;12.6.1333
330614/6288;Belo;Lipovský;14.6.1433
330621/8562;Adam;Kadaš;21.6.1233
330704/3789;Jarolím;Hurtoš;4.7.1133
330707/3313;Oskár;Plánka;7.7.1033
330722/8315;Vincent;Smieško;22.7.1733
330722/9443;Silvester;Varinský;22.7.1233
330816/3199;Anton;Veliký;16.8.1633
330906/1574;Miroslav;Smolka;6.9.1133
330913/5436;Jonáš;Gábriš;13.9.1233
331000/2279;Tichomír;Hýrošš;30.9.1533
331009/3774;Karol;Kucharek;9.10.1833
335101/3736;Irena;Chládeková;1.1.1033
335112/8125;Patrícia;Čepecová;12.1.1033
335116/1245;Bohumila;Turská;16.1.1033
335120/9445;Petronela;Pilková;20.1.1133
335206/1622;Štefánia;Novosadová;6.2.1333
335212/3670;Dušana;Deáková;12.2.1633
335307/4491;Oxana;Jonášová;7.3.1933
335404/7730;Bibiána;Lipovská;4.4.1833
335422/1780;Zara;Trúchlyová;22.4.1433
335507/4570;Žaneta;Hudeková;7.5.1733
335512/6556;Melisa;Velčicová;12.5.1133
335512/6592;Ida;Pilková;12.5.1933
335513/2890;Tereza;Držíková;13.5.1433
335518/2468;Katarína;Púčeková;18.5.1333
335523/5626;Alexandra;Levková;23.5.1333
335603/1620;Nela;Turská;3.6.1333
335605/5551;Zara;Markušová;5.6.1933
335607/5383;Zina;Koláriková;7.6.1233
335611/5388;Estera;Turská;11.6.1433
335619/7328;Oľga;Baráneková;19.6.1733
335704/6771;Bohuslava;Plánková;4.7.1633
335720/2874;Zuzana;Držíková;20.7.1533
335808/9207;Hana;Kuchareková;8.8.1433
335809/1808;Bohuslava;Valachová;9.8.1433
335812/7400;Elisa;Kadašová;12.8.1433
335813/4963;Johana;Držíková;13.8.1033
335815/5816;Marianna;Púčeková;15.8.1433
335815/8566;Zlatica;Brezánová;15.8.1133
335827/9520;Rozália;Držíková;27.8.1833
335904/8155;Zina;Ďurišová;4.9.1833
335909/5314;Gréta;Matušíková;9.9.1733
335911/9893;Noéma;Slatinská;11.9.1333
335924/3986;Magdaléna;Kováčiková;24.9.1733
336002/8820;Laura;Levková;2.10.1633
336004/6169;Paula;Pilková;4.10.1533
336008/1058;Liliana;Jakubeková;8.10.1833
336017/6901;Stela;Chládeková;17.10.1233
336019/9336;Elena;Omastová;19.10.1633
336105/5966;Miroslava;Baráneková;5.11.1133
336107/4379;Hana;Ondrušeková;7.11.1033
336112/6279;Helena;Trnovecová;12.11.1733
336118/3439;Soňa;Chochulová;18.11.1133
336123/1340;Judita;Cibulková;23.11.1533
340123/1363;Vratko;Bednár;23.1.1434
340127/9251;Šimon;Novosad;27.1.1534
340200/6096;Emil;Hudek;31.1.1034
340212/1435;Mikuláš;Jakubek;12.2.1434
340215/8858;Karol;Vrábel;15.2.1334
340306/7826;Atila;Cabuk;6.3.1934
340308/4601;Dušan;Martinko;8.3.1134
340312/1670;Bohuš;Levko;12.3.1634
340318/3823;Oto;Ševčík;18.3.1234
340318/9103;Hugo;Blažej;18.3.1134
340327/1195;Bonifác;Držík;27.3.1034
340403/4829;Tadeáš;Pilka;3.4.1434
340412/9978;Stanislav;Martinko;12.4.1334
340415/1125;Izidor;Šmehyl;15.4.1634
340427/6656;Ctibor;Šípoš;27.4.1734
340503/7963;Servác;Jakubek;3.5.1734
340508/8034;Ferdinand;Erdélyi;8.5.1334
340511/9577;Alojz;Kemka;11.5.1734
340515/5721;Metod;Višňovský;15.5.1034
340521/8753;Imrich;Palacka;21.5.1034
340601/6276;Alfonz;Chochul;1.6.1134
340603/4323;Vratislav;Šmehyl;3.6.1634
340604/8138;Matej;Černák;4.6.1634
340609/4354;Timotej;Ďuriš;9.6.1134
340615/2445;Stanislav;Krčmár;15.6.1734
340616/7788;Tomáš;Blažej;16.6.1234
340622/4049;Cyril;Martinko;22.6.1334
340624/2170;Matúš;Novosad;24.6.1934
340703/3359;Bystrík;Lemeš;3.7.1534
340712/8812;Dárius;Mráz;12.7.1634
340713/9715;Nátan;Gábriš;13.7.1334
340715/9496;Augustín;Tomašec;15.7.1234
340718/1539;Arpád;Kramer;18.7.1234
340726/7312;Medard;Jakubek;26.7.1734
340812/5022;Fridrich;Rudinský;12.8.1934
340818/2498;Alex;Brezány;18.8.1234
340819/1726;Krištof;Hudek;19.8.1534
340826/7452;Branislav;Brezány;26.8.1734
340913/5579;Bruno;Ondrušek;13.9.1934
340926/2602;Ctibor;Majtán;26.9.1734
341009/7691;Viktor;Hájnik;9.10.1534
341012/1182;Ondrej;Valach;12.10.1134
341021/3808;Alexander;Hýrošš;21.10.1234
341106/2073;Rudolf;Krčmár;6.11.1434
341106/2833;Jonáš;Plánka;6.11.1334
341106/9164;Ľuboš;Chochul;6.11.1534
341113/5702;Gregor;Veliký;13.11.1734
341116/8573;Ľudovít;Novosad;16.11.1634
341125/1182;Nátan;Gábriš;25.11.1534
345114/3984;Liana;Veliká;14.1.1534
345114/9201;Daniela;Brezánová;14.1.1634
345120/6810;Albína;Držíková;20.1.1734
345121/9585;Petra;Sopková;21.1.1034
345225/3537;Alana;Višňovská;25.2.1934
345302/2846;Johana;Jakubeková;2.3.1534
345321/9965;Hana;Velčicová;21.3.1734
345401/7019;Petrana;Púčeková;1.4.1234
345416/8600;Iveta;Lemešová;16.4.1434
345417/2024;Alojzia;Višňovská;17.4.1934
345427/1193;Oxana;Varinská;27.4.1334
345519/2552;Miloslava;Trúchlyová;19.5.1434
345525/5619;Oxana;Sopková;25.5.1234
345605/1778;Agáta;Tomašecová;5.6.1434
345606/9571;Romana;Gábrišová;6.6.1834
345619/3424;Olívia;Hulejová;19.6.1034
345701/8197;Gertrúda;Gábrišová;1.7.1734
345714/4540;Ľubomíra;Jakubeková;14.7.1734
345718/5342;Oxana;Matušíková;18.7.1934
345719/4368;Margita;Korbelová;19.7.1934
345801/8522;Margita;Jakubeková;1.8.1934
345803/4337;Lesia;Ondrušeková;3.8.1434
345804/9650;Laura;Beniačová;4.8.1734
345806/3003;Katarína;Sopková;6.8.1634
345811/1595;Paula;Tvrdá;11.8.1334
345823/6289;Alica;Ševčíková;23.8.1034
345900/7609;Henrieta;Levková;31.8.1734
345907/6066;Milica;Sitárová;7.9.1734
345909/4604;Andrea;Varinská;9.9.1534
346003/5437;Ema;Kramerová;3.10.1834
346010/1931;Valéria;Hudeková;10.10.1734
346018/9169;Terézia;Ponechalová;18.10.1234
346022/5636;Denisa;Koláriková;22.10.1234
346023/5315;Vladimíra;Jonášová;23.10.1434
346103/7722;Želmíra;Korbelová;3.11.1834
346105/1370;Regina;Sopková;5.11.1734
346127/8937;Bohdana;Levková;27.11.1834
350102/2585;Rastislav;Valach;2.1.1135
350111/9090;Edmund;Jakubek;11.1.1635
350119/7760;Valentín;Sopko;19.1.1635
350200/6322;Kazimír;Kemka;31.1.1835
350200/7196;Imrich;Majtán;31.1.1035
350214/8618;Svetozár;Čepec;14.2.1435
350217/2607;Dalibor;Martinko;17.2.1735
350217/6864;Matúš;Trajčík;17.2.1735
350221/1622;Móric;Martinko;21.2.1835
350224/9185;Ignác;Omasta;24.2.1935
350305/3321;Silvester;Horecký;5.3.1035
350313/9023;Valér;Kucharek;13.3.1335
350317/6727;Radoslav;Lipovský;17.3.1735
350322/1650;Kristián;Lemeš;22.3.1335
350322/5979;Erich;Šípoš;22.3.1235
350324/1233;Marián;Hýrošš;24.3.1935
350401/4696;Tobiáš;Horecký;1.4.1735
350409/8765;Tomáš;Horecký;9.4.1235
350415/4084;Ernest;Erdélyi;15.4.1035
350420/5998;Viktor;Šmehyl;20.4.1135
350422/8350;Oliver;Ondrušek;22.4.1135
350423/9967;Valér;Porubský;23.4.1135
350506/1525;Aladár;Držík;6.5.1335
